;Tweets;Weekday;Month;DayOfMonth;Hour;Min;Sec;Year;sentiment
10504;Biasa,, bnyak setan yg bentuk'y maunusia :D RT @Anthy157: eleuh puasanya bolong kaya cewe aja ru :D RT FahruFauzi: Puasa qodo :D;Mon;Sep;3;9;59;54;2012;0.9201
10505;Ini mamand mngrtnya SMAmka otomtis bnyktgsdankrjaklompkbruplng jam5 trusnd mcm2ja jd dmraimi bgmna klw plng mlm dluar smuami bjuku mngkin-_-;Mon;Sep;3;10;0;43;2012;-0.34
10506;@IkumiSoda__ bnyak bngett kbahgiaan zune :) .. Slah stud ajj yaa.. Zune d puji am org yg zune ska and gk nyangka dya knal zune...;Mon;Sep;3;10;4;20;2012;0.4588
10507;@ivanaclarissa bnyak iv... Msa td gw mkan siang nasi+ayam penyet cma 7500... Kaget gw... Hha;Mon;Sep;3;10;6;14;2012;0.0
10508;Korban RT @isi_KATA: Selain kecil pohon kaktus juga bnyak ____ nya #isiKATA;Mon;Sep;3;10;7;4;2012;0.0
10509;cukup 3 aja yg tau, jgn bnyk2 u.u;Mon;Sep;3;10;7;42;2012;0.0
10510;@sarssaraah sar tau nama fbnya andika sutomo asa basuki ?;Mon;Sep;3;10;8;55;2012;0.0
10511;Terlalu bnyk yg harus dipelajari dan dikerjakan :/ #fighting;Mon;Sep;3;10;9;1;2012;-0.34
10512;"@CitizenTVNews: KNUT Sec. Gen. David Osiany Okuta is admitted in ICU at Aga Khan Hospital, Kisumu after collapsing.";Mon;Sep;3;10;10;4;2012;0.1027
10513;Bahan kimia bnyk RT: @ikhaa_rj: mi oyeeng aja enak :D RT @indundwiw: Auk RT: @ikhaa_rj: miapah? RT @indundwiw: Iyak :*;Mon;Sep;3;10;10;7;2012;0.8192
10514;Jngan deh bnyak yg mati di bali gara" arakRT @auliaMZ: @egiegi51 oke centang, siiip deh :);Mon;Sep;3;10;10;38;2012;0.4588
10515;Azeeek!! Haha "@vellanazar: Jgn bnyk ngeluh, itu cuma bikin masalah jd tambah berat. thnks for the good advice <U+263A>";Mon;Sep;3;10;12;14;2012;0.7568
10516;Wkwkwkwk ... Jgn bilang syp2, ini rahasia qt "@hadeia: Suara kentut nya @uwie_chee itu bnyi nya unik2..klu aku nyentrik";Mon;Sep;3;18;12;36;2012;0.4215
10517;@RepublicanRehab it up, most of those speculators are connected to Obama, Soros, and the Chi Carbon exchange, Goldman Sachs Huge there.;Mon;Sep;3;18;14;2;2012;0.3182
10518;RT @danielpunkass: The fact that Democratic National Convention venues are named after Time Warner and Bank of America speaks volumes.;Mon;Sep;3;18;14;39;2012;0.0
10519;@Aboseif90 ya ebny ana b7ot el lap ganby 3ala el sree wanam xDD;Mon;Sep;3;18;14;56;2012;0.0
10520;Mngkn alm.GUSDUR punya anggapan #yahudi adlh hanya suatu teologi pdhl bnyk dr mereka yg merasa #yahudi anggap diri mrk suatu RAS bangsa;Mon;Sep;3;18;15;15;2012;0.0
10521;RT @sugarbbyxx: Aku paling benci bila org tanya sama questions bnyk kali. Kimais takya bbl ah gitu;Mon;Sep;3;18;17;29;2012;0.0
10522;@nadhirahsuhaimi ape kena mngena klmbu pulak.. Bukn nyamuk bnyk.l pon. Haha;Mon;Sep;3;18;20;42;2012;0.4588
10523;Ha17x Kak Kak, :D RT @Biinindita: Pasti bnyk yg naksir syg :p RT @vebyrizka08: Drakula cakep, ha17x :D RT ... http://t.co/Fg0q6mjD;Mon;Sep;3;18;24;54;2012;0.8769
10524;@henrygithaiga You guys now have a #CitizenBusiness twitterhandle @citizenbusiness: @aliceodera @michellekmorgan;Mon;Sep;3;18;27;25;2012;0.0
10525;@Atamiiz ana a7b halbnyaaaaaaaaa ll2bd;Mon;Sep;3;18;29;12;2012;0.0
10526;ohh,sdah bnya berdoa j RT @BelaaLantu: Dia cm blg,dia ddi sasaran no tdi. RT leon_PAL: iyoio,paliang dia in (cont) http://t.co/aDucnJTP;Mon;Sep;3;18;29;22;2012;-0.296
10527;@edhindle Corporate Actions at BNY Mellon in Manchester.;Mon;Sep;3;18;30;25;2012;0.0
10528;S tua s boleh msh bnyk yg m bermain :S RT @GOAL_ID: Max Allegri Pastikan Pippo Inzaghi Bertahan - http://t.co/FvuYGJHi;Tue;Jan;24;22;5;45;2012;-0.4466
10529;@citizen_SLG what up bro;Tue;Jan;24;22;10;21;2012;0.0
10530;RT @bikesnobnyc: That's one way of fixing it. http://t.co/RSezzlZn;Tue;Jan;24;22;11;48;2012;0.0
10531;Gimana ya kalo ada orang nasibnya kayak di lagu 'taken' ahah._.v;Tue;Jan;24;22;14;10;2012;0.0
10532;If you haven't got a Goldman Sachs bonus winging its way into your bank account :@( http://t.co/dpGtH3Qu;Tue;Jan;24;22;15;31;2012;0.5423
10533;Congrats @citizenway : artist spotlight and #17 on #20thecountdownmagazine !;Tue;Sep;4;2;57;33;2012;0.5707
10534;RT asulightworks: Thx for RTs! @ASUEnergyClub @ASUtv @FiftyPlusOne @Az4Solar @hlgoebel @SolarWomen @citizensenviro @... http://t.co/xvkkfmh5;Tue;Sep;4;3;1;28;2012;0.4199
10535;Thosiba bid kesehatan sob, MU bnyk sponsor RT @Hendra_Kusuma_W: RT @DamarKusuma jiaaahhh sponsornya barang Glodok..Lol;Tue;Sep;4;3;2;51;2012;-0.25
10536;Pengacaranya John Kei bnyk bgt :o;Tue;Sep;4;3;3;28;2012;-0.1027
10537;Wah brti om iwan klo manggil bokap gue abang ye ;D RT @rizoplur83: met ultah buat @iwanfals yg ke 51... semoga makin bnyak menciptakan karya;Tue;Sep;4;3;3;32;2012;0.368
10538;@AdhamZohdy @3ablaelhabla intq ybnyyyy ghqbyyyy wqlq 3qndqk khql qhbqql-.-?;Tue;Sep;4;3;3;50;2012;0.0
10539;@AdfeqahRazlan bawak. Emmm entah la sbb bnyak bnde nk pk kot sbb tu berat hati. Hmmm abis pektikal bila b?;Tue;Sep;4;3;4;35;2012;0.0
10540;@faris_knight @adialjulio hush...dia bnyak beban oi...ud nyari bapakny yg ilang,masi harus lawan si radeem kan...wkwkwkwk...;Tue;Sep;4;3;5;5;2012;0.0
10541;RT @HiMYAH2: Kalau semua cikgu nk ada twitter. Tak payah pergi sekolah lah jawabnya. Suruh dia ajar je dkt twitter ni. Tak faham kasi sk ...;Tue;Sep;4;3;6;19;2012;0.0
10542;RT @Fatheeya: Happy world hijab day. Semoga para muslimah yang telah berhijab tetap istiqamah dg hijabnya dan yang blm berhijab untuk se ...;Tue;Sep;4;3;6;30;2012;0.5719
10543;Kok bnyk yg sneng dgn foto dp aku ini haha ._. Alhamdulillah;Tue;Sep;4;3;8;22;2012;0.4588
10544;Kwn" ak bnyk yg jdi praja eh :D;Tue;Sep;4;3;8;34;2012;0.6166
10545;Wana aly jabny 9obk a7asesn bkt min ham tkhyltk  bdon sh3or abeeek enta twasene twaaasene <U+2665>;Tue;Sep;4;3;9;3;2012;0.0
10546;Tp dulu jg jilbabnya masih pendek :) hny PAS nutup dada..jilbabnya jg kaos,krn dl blm bs pake jilbab kain dpnitiin :D #EveryDayIsHijabDay;Tue;Sep;4;3;9;54;2012;0.7925
10547;Sbr yah bgr kan bnyk cwe cntik'y *eh hahaha RT @rizwan_ryuk ih sakiittt amat bilangnya.. gakgakgak RT @chan_stranger: Gw sh k;Tue;Sep;4;3;10;9;2012;0.5574
10548;@alisyahrasul arini akuu bnyak kje laa nakk kene buad..adikk aku demam,takk kan nak tggal kn sorg-2..laen kali bole kann?;Tue;Sep;4;3;11;6;2012;0.0
10549;kekeke ~ RT
 @RKE_SJSungmin: haha B) "RKE_GGSeohyun: banyak fansnya jd bnyk yg nanya
 xD RT (cont) http://t.co/eWH5eisX;Tue;Sep;4;3;13;10;2012;0.7783
10550;Iyaa wid gmnin men .. (<U+2323>´_<U+2323>`) RT @widiakarang: Kykna bnyk yg gaa dtg yaa RT @Ayie_Tobelly: Gagg wid ..males RT  (cont) http://t.co/4IiE8Usl;Tue;Sep;4;3;14;17;2012;0.0
10551;@thesmurfiee @cornelkunyuk @Gothie2 yuks deket ga?penanggungan jawa timur,yg bny candinya..pengen;Tue;Sep;4;3;14;51;2012;0.0
10552;Fuk both of them! Its all about OCTOBER RT @CitizenChaos: KCUF August. LOVE September;Tue;Sep;4;3;18;4;2012;0.7371
10553;@fachriAmaulana senin rabu jumat ri.. Cari di webnya juga ada da;Tue;Sep;4;11;16;8;2012;0.0
10554;@elydamanik bnyk kali omongnya dat,makanya langsung plg lh aku..tpi anehnya aku sering kerumah nenekku tpi bru sekarang jumpa dia;Tue;Sep;4;11;17;35;2012;0.0
10555;Lha trz ap? RT @ignatius_angga Kalo itu bedaa laaaaagi.. Kbnyakn <U+E757> <U+E6F4> RT @fidel_aster: ank gajah (cont) http://t.co/EzPDukAX;Tue;Sep;4;11;18;11;2012;0.0
10556;@BiniCodySimpson Itulah kamu nih, bnyak songeh. belum abis cakap lagi sudah mau komen -.- menteri besar coming soon ~;Tue;Sep;4;11;18;37;2012;0.0
10557;$XTA - Morgan Stanley Securities Limited Form 8.5 (EPT/RI) Xstrata Plc http://t.co/dx1L4OCN;Tue;Sep;4;11;21;6;2012;0.0772
10558;2 users followed me and one user unfollowed me today (checked by http://t.co/P9zpnbny) [autotweet];Tue;Sep;4;11;21;25;2012;0.0
10559;Ember jahat sumpah !! RT @You_AmberLiu: @You_Apinkybm tante jg lg mikirin ini, wkt itu tante mau deact tp ga jd gara2 bnyk yg deact-_- sk;Tue;Sep;4;11;24;16;2012;0.0
10560;COT-___-RT @AlmaaAurell: anasfrbi b.indo dr buku mandiri aja kali..ini gue mau blajar tp bnyk fans yg mention :p;Tue;Sep;4;11;24;55;2012;0.25
10561;RT @kyusroo: @myeolchikshop #1stAnnivMyeolchi psti bnyk yg bgung cra pembyrnya krna gk pnya rekening.klo misal ke bank lngsung,biasanya  ...;Tue;Sep;4;11;25;24;2012;0.0
10562;biar apa ? RT @TonieOniel: jngn lpa mnum air putih yg bnyak ya... @riialestarii;Tue;Sep;4;11;26;3;2012;0.0
10563;Cristiano Ronaldo belakangan terlihat sedih. Apa yang menjadi penyebabnya? Silakan simak di TopSkor edisi besok (5/9);Tue;Sep;4;11;26;51;2012;0.0
10564;Yg bnyak qt makan nahhh RT @andimusdalifa_: Iyeeee ,,,RT @taufan_tirta: Makanq nahhh,,,@andimusdalifa_ {};Tue;Sep;4;11;27;24;2012;0.4215
10565;@naddiiananda kerumah ku aja dde' .. Nyahaha :p bnyak neh;Tue;Sep;4;11;27;53;2012;0.25
10566;Iya taa bnyk yg libur "@dyagron: Kok bsk gk libur sih-__-;Tue;Sep;4;11;28;35;2012;0.0
10567;1700 buat teman gua yg bnyk cincong sorry just kidding @graciaqnt_  hehe bnyak bacot;Tue;Sep;4;11;29;41;2012;0.0258
10568;Aduh.. Makasih bnyk dek:$ @DheaaaFH: Gantengnya @iqbaale pake banget (<U+0283><U+2323><U+01AA>);Tue;Sep;4;11;30;17;2012;0.0
10569;Jogging?II<U+0251>II<U+0251>II<U+0251>,bnyk fat tummy"@qistinahalim: jogging with @yeopsyazwan .";Tue;Sep;4;11;32;11;2012;0.0
10570;hiyah dong.. Kalo di dk d.sensor, agk bnyk yg twu kk.. RT @U_kaaa: Kok d #sensor ci RT yucha_dwistya: (cont) http://t.co/9TOY8iAn;Tue;Sep;4;11;33;43;2012;0.0
10571;Aq mama laurent haha "@AgungBK1: haha , mg ny ko dukun apa . RT @nazebnya: Plg balikan lg II<U+0251>II<U+0251>II<U+0251>II<U+0251> "AgungBK1: udah prgi lek, wkwkwk";Tue;Sep;4;11;33;44;2012;0.7184
10572;Gua lg yg kena!!"@shintiajuliete: "haha ATM!! orngnya males ngurus kbnyakan uang@greatsitumorang: @jordanagung hahaha kayanya dah bro, sedih;Tue;Sep;4;11;35;15;2012;0.8302
10573;@NatashaaChance okee good :* .ehh ehh !bwu bnyi lahh .ehh spaa laa yg antaa kan :D .;Tue;Sep;4;11;35;15;2012;0.8939
10574;Hidup bkn hny soal cinta tp jg cita2, masa depan, keluarga, sahabat :) masih bny hal2 indah yg bs km lakukan dari pd menangisi cinta;Tue;Sep;4;11;36;7;2012;0.4588
10575;Aku nanyanya baikbaik loh, kok jwbnya sewoot :*;Tue;Sep;4;11;38;26;2012;0.5423
10576;RT @DennisDMZ: Democrats desperately avoiding calling it "Bank of America Stadium". Not sure if they're trying to distance themselves fr ...;Tue;Sep;4;19;37;17;2012;-0.4019
10577;@antonisliakos <U+039C>e s<U+03C5><U+03B3><U+03C7><U+03C9><U+03C1>e<U+03AF>te, a<U+03BB><U+03BB><U+03AC> <U+03BA>a<U+03B9> <U+03B7> Goldman Sachs e<U+03AF><U+03BD>a<U+03B9> ßeßa<U+03B9><U+03C9>µ<U+03AD><U+03BD><U+03B7> <U+03B9>st<U+03BF><U+03C1><U+03B9><U+03BA><U+03AC> <U+03C5>p<U+03CC><U+03B8>es<U+03B7>. <U+038C>s<U+03BF> <U+03B3><U+03B9>a t<U+03B7><U+03BD> 3<U+03B7> Sept<U+03AD>µß<U+03C1><U+03B7> <U+03AD><U+03C7><U+03BF><U+03C5>µe d<U+03B9>af<U+03BF><U+03C1>et<U+03B9><U+03BA><U+03AD><U+03C2> p<U+03B7><U+03B3><U+03AD><U+03C2>;Tue;Sep;4;19;39;47;2012;0.0
10578;malam yg sunyi nieh rasa tenang ja hati,.ta ad bunyi bising,.bunyi cengkerik ja bnyk,.;Tue;Sep;4;19;42;21;2012;0.0
10579;@Keep_It_Real_1 @bethanyshondark Dems can't say Bank of America.  It's #TheNewVagina #DNC2012 #Resist44;Tue;Sep;4;19;47;54;2012;0.0
10580;@MimiC1019 @jbny1184 Ohh jbny go back to fantasy draft land and leave the real games to us #CowboysNation;Tue;Sep;4;19;50;24;2012;-0.0516
10581;RT @LinkTV: Link TV Reports from the Democratic National Convention http://t.co/S3doVyIM #storify #getmoneyout @unitedrep @citizenschann ...;Tue;Sep;4;19;51;31;2012;0.0
10582;Smh*"@citizenPesewa: Frown or smile???..RT @yapokistic: -__-"@citizenPesewa: Ok....RT @yapokistic: I miss u lyk everydae.."";Tue;Sep;4;19;53;19;2012;-0.2824
10583;RT @Toyan66: #GoldmanSacks each &amp; everyone... #BanksterTrafickin RT @sisyphe92:  #FuckingGoldmanSachs  c'est encore mieux non ?  #Arte;Tue;Sep;4;19;55;51;2012;0.0
10584;Hahaha "@KA_VictoriaFX: ciee bnyk yg mollow.. Kkeke RT KA_DonghaeSJ: Yg minta polbek besok ye,skrg lagi gabisa polbek..maap";Tue;Sep;4;19;58;34;2012;0.5574
10585;twitter keliatan mmbosankan cz temenx sdkit N penggunax g sbnyak facebook...sbnernya twitter jauh lebih up to date N seruuu loch..;Wed;Sep;5;3;56;15;2012;0.0
10586;@Ayay_yukii iye dongs bos mh gini gwenya gbnyk pikiran :D;Wed;Sep;5;4;0;44;2012;0.6166
10587;@Citizen_Chad im there to take their money. See we can root against them together. #bipartisanship;Wed;Sep;5;4;2;20;2012;0.0
10588;RT @kata2bijak: Seseorang bahagia bukan krn memiliki bnyk hal, tp karena ia tidak membandingkan miliknya dengan milik orang lain;Wed;Sep;5;4;2;52;2012;0.0
10589;Iya, I knoe, ada temen-temen di mdn :) RT @TomDaDivine: ChristineDarlen ooo....  Begitu.... :o medan ud bnyk perubahan looo :p;Wed;Sep;5;4;4;12;2012;0.5574
10590;Lu kan pendatang gelap to :| "@KatoTambunan: daerah gue kapan ye RT @inovskywallker: Nganti E-ktp menyebalkan emak" bnyk y;Wed;Sep;5;4;5;25;2012;-0.1027
10591;suruh selow li wwkwk"@lily_nuneo: Tapi kalo ngmong sma papa pasti kenceng ² jawabnya -_-";Wed;Sep;5;4;8;35;2012;0.0
10592;@cichacarlitaa bnyak versi cha , ada yg bilang ga jelas , cacat dll deh;Wed;Sep;5;4;8;39;2012;0.0
10593;RT @CitizenCohn: This was a great line: "Mother fought hard for civil rights so, instead of a mop, I could hold this mike." #DNC2012;Wed;Sep;5;4;8;41;2012;0.34
10594;RT @bnyv2012: Announcement : #BNYV Hari Raya Open House - Saturday, 8th of Sept, 9pm, Blues HQ, detailshere - http://t.co/Dcd1Xruz;Wed;Sep;5;4;10;24;2012;0.0
10595;Inilah sebabnya saya malas gitu manggil ade or kakak saat belum kenal. Daripada kikuk sendiri hohoho ...;Wed;Sep;5;4;13;41;2012;0.0
10596;RT @NatashaLJOEnye: @FairyshaIrwahyu hahaha sowwie..bnyk sangat ahh anak aku;Wed;Sep;5;4;15;55;2012;0.5574
10597;@nadiahmihsah hahah, bnyak tuuuu, ingatkan satuuu :O habislah nanad kena tunda kawinn :p;Wed;Sep;5;4;17;4;2012;-0.0343
10598;@vennywynne @josephinetantra message dr yg mana jo ? Kan bnyk antrian .hpku hang jdi ga uptodate -_-;Wed;Sep;5;4;17;54;2012;0.0
10599;Siapa aha ? Aku geheng !  RT @dinaqnoii: Pdhal bnyak loh ada 9 org loh yg jln,tpi aq lg jrwatan be :(  @anggiesyafitri: Iya k;Wed;Sep;5;4;18;47;2012;-0.4926
10600;susah den RT @Dhenalifia: Buset bnyak amat;Wed;Sep;5;4;18;52;2012;0.0
10601;RT @CakeSweetyRP: @vkeijrockRP [HELP RT] kami agensi baru khusus Kpop yg masih butuh bnyak member ^^ no TG n dijamin member ramah. Gomawo~;Wed;Sep;5;4;19;26;2012;-0.296
10602;Gak tau @citisacandra: Semuanya? "@reonaldo8: Udah kok :D @citisacandra: Yii~ udh pulang kak? "@reonaldo8: Gak kenapa kok :D;Wed;Sep;5;12;40;51;2012;0.8565
10603;RT @CitizenRadio: Hundreds protest #DNC, Chicago teachers prepare to strike, budget cuts target police http://t.co/r80GpUFK #CitizenRadi ...;Wed;Sep;5;12;41;19;2012;-0.5719
10604;Apa hubnya @anoandryano;Wed;Sep;5;12;41;40;2012;0.0
10605;RT @CitizenRadio: Hundreds protest #DNC, Chicago teachers prepare to strike, budget cuts target police http://t.co/r80GpUFK #CitizenRadi ...;Wed;Sep;5;12;43;52;2012;-0.5719
10606;Yg penting PH bukan hubnya #ehh "@NMadipati: Haha oke beh amin amin RT @alwanbetz: Gw g tau jg si doain aja ya yg;Wed;Sep;5;12;44;17;2012;0.4588
10607;@Fiaalf1 siip, pr bnyk bgt gilaaa ._.;Wed;Sep;5;12;46;5;2012;0.0
10608;Gw sadar ternyata lu tulus menyayangi gw @puputkarr maafin kalih. Mau ada bnyak yang kalih omongin;Wed;Sep;5;12;46;15;2012;0.0
10609;I'm sorry say,, bsk ya.. Msh bnyak waktu lah.. Mw ngomong sama mami??RT @wahyuami: Udh belom sih @veedevee ?;Wed;Sep;5;12;46;18;2012;-0.212
10610;RT @IslamSpeaks: Paling dekat seorang hamba kepada Robbnya ialah ketika ia bersujud. Maka perbanyaklah berdo'a (saat bersujud) (Muslim);Wed;Sep;5;12;47;11;2012;0.0
10611;RT @CitiBUS_13: <U+0E40><U+0E25><U+0E37><U+0E48><U+0E2D><U+0E19><U+0E15><U+0E31><U+0E27><U+0E40><U+0E2D><U+0E07><U+0E02><U+0E36><U+0E49><U+0E19><U+0E41><U+0E15><U+0E48><U+0E2D><U+0E22><U+0E48><U+0E32><U+0E25><U+0E14><U+0E04><U+0E19><U+0E2D><U+0E37><U+0E48><U+0E19><U+0E25><U+0E07> <U+0E04><U+0E19><U+0E17><U+0E35><U+0E48><U+0E04><U+0E34><U+0E14><U+0E08><U+0E30><U+0E22><U+0E01><U+0E15><U+0E31><U+0E27><U+0E40><U+0E2D><U+0E07><U+0E43><U+0E2B><U+0E49><U+0E2A><U+0E39><U+0E07><U+0E02><U+0E36><U+0E49><U+0E19><U+0E42><U+0E14><U+0E22><U+0E17><U+0E33><U+0E23><U+0E49><U+0E32><U+0E22><U+0E04><U+0E39><U+0E48><U+0E41><U+0E02><U+0E48><U+0E07><U+0E19><U+0E31><U+0E49><U+0E19> <U+0E44><U+0E21><U+0E48><U+0E43><U+0E0A><U+0E48><U+0E27><U+0E34><U+0E18><U+0E35><U+0E17><U+0E35><U+0E48><U+0E14><U+0E35> #quote<U+0E21><U+0E32>;Wed;Sep;5;12;47;20;2012;0.0
10612;RT @Wandznatali: Hari yg melelahkan tpi bnyk berkat! Thx God <U+263A>;Wed;Sep;5;12;47;36;2012;0.5983
10613;@bangfauzibowo Jkt utk warganya, namun msh bnyak kaki lima digusur tnp relokasi. tlg solusi pak?;Wed;Sep;5;12;47;58;2012;0.0
10614;@Mizeriusz Ma bardzo duzo wspólnego z Lost - podobnie robione zdjecia, podobnie krojone postaci, podobny twist na koncu.;Wed;Sep;5;12;48;10;2012;-0.3182
10615;Simple bgt sih jwbnya-_-";Wed;Sep;5;12;48;26;2012;0.0
10616;boleh pinjam kantong ajaibnya enggak? :D RT @Tweetnesian #IndonesianTeensMessage DEAR doraemon ?;Wed;Sep;5;12;50;13;2012;0.8283
10617;Aahh Andre buka aib -_- RT @andrewidiatmika: Tapi gatau bnyak about csw-__- itu krg pntar"@Psd_960520: Biasa juara umum Ilmu Pengetahuan;Wed;Sep;5;12;50;20;2012;0.0
10618;RT @CitizenTVNews: Hope for reduced bank lending rates as CBK cuts its indicative rate by 350 basis points to 13%;Wed;Sep;5;12;50;28;2012;0.1779
10619;RT @RisalahSufi: siapa yg meninggalkan perhatiannya pada aib orang lain,maka dia akan diberi kemampuan tuk memperbaiki aibnya sendiri.(U ...;Wed;Sep;5;12;52;0;2012;0.0
10620;Kalo misal'a Q mw ngmong bnyak, kn gg bisa cuma pake 1 twit... RT @Ega_DL: sesusah apa cobak, indri penuh alasan RT @indrilestari_ :;Wed;Sep;5;12;53;23;2012;0.296
10621;Obama, Romney and Goldman Sachs - 2012: http://t.co/Bur2I6Vo via @youtube;Wed;Sep;5;12;54;42;2012;0.0
10622;Kena stop makan ayam la jwbnya :(;Wed;Sep;5;12;55;27;2012;-0.6249
10623;Siap kk hehe RT @fiirnanda: Cabal ya kk RT @ridhobaguss: Iya :( RT @fiirnanda: Huraa -_- RT @ridhobaguss: Winie bbnya rusak RT @fiirnanda:;Wed;Sep;5;12;55;36;2012;0.2732
10624;BBM = bnya banya mlu mr qt syg !! Aeedee;Wed;Sep;5;12;57;7;2012;0.5242
10625;bgtu mi klw bnyk fans ca':p "@RayesSyahran: @UbaidHilmie di bajak mami-_-";Wed;Sep;5;12;57;19;2012;0.0
10626;"@lailynurfaizhie: Stress ku-_-bnyk skli PR!! Mau nyantaii tapi ndk bisa:(";Wed;Sep;5;12;57;23;2012;-0.5242
10627;haha paling problem  cinta haha RT @Luthfy_ana Ya lamalama mumet gue -_- skrng kan udah gede , bnyk problem RT @lianapungky: haha pinter don;Wed;Sep;5;12;58;34;2012;0.5574
10628;ari udah bnyak yg suka di sekolahnya mah sombong . RT @Firhankml engga da RT @baravera1 @Firhankml Sombong -_-;Wed;Sep;5;13;2;28;2012;0.0
10629;Hidup dgn bnyak ulangan <U+0402>ª!zZ (&gt;_&lt;!');Wed;Sep;5;13;2;35;2012;0.0
10630;RT @IslamSpeaks: Paling dekat seorang hamba kepada Robbnya ialah ketika ia bersujud. Maka perbanyaklah berdo'a (saat bersujud) (Muslim);Wed;Sep;5;13;2;48;2012;0.0
10631;Hahaha. nasibmi ini kapan RT @PutriRAngreni: Deh. Knp bnyk bgitu ?ckckc RT Mujahidahsharry: Tugas dalam 2 pilhan.. di ketik pake mesin ketik;Wed;Sep;5;13;3;16;2012;0.5574
10632;Hahaham @ichezarx. Itu memang foto perantau ces . Kalo nan pai k bkt bnyak ptang tu;Wed;Sep;5;13;3;42;2012;0.0
10633;RT @ChicagolandCmbr: Goldman Sachs is again accepting applications for its 10,000 Small Businesses Program - take advantage! http://t.co ...;Wed;Sep;5;21;0;2;2012;0.5983
10634;Defoe Sebut Transfer Spurs 'Gila': Striker Tottenham Hotspur, Jermain Defoe, melabeli aktivitas transfer klubnya... http://t.co/VZ3ZEzKP;Wed;Sep;5;21;4;15;2012;0.0
10635;Ssst, najibnya lagi jihad jangan digalauin trus .____. Ntar kan pulang2 bisa jelasin smua yg enda ga paham;Wed;Sep;5;21;9;51;2012;0.0
10636;@Citizenkwarren Hmm I didn't know Kelly played in our top line on his first season. Thanks for the history lesson.;Wed;Sep;5;21;16;0;2012;0.3948
10637;RT @LAWeekly: Bank of America manager kidnapped, strapped to what she was told was a bomb, and sent to rob her own bank branch http://t. ...;Wed;Sep;5;21;22;20;2012;-0.7783
10638;@sue_irving Thanks Sue, I hope @CitizensAdvice, CAS and CABx will support - if we all work together we can effect a change here.;Wed;Sep;5;21;24;57;2012;0.8176
10639;Kbnykan RT nya RT @RhasHarun: RTRTRT @rezaaureliano: Bad day !!!!!!!!;Thu;Sep;6;5;21;48;2012;-0.6876
10640;RT“@hanitafhafifa T_T..dah menangis bnyak kali lar”;Thu;Sep;6;5;22;34;2012;0.0
10641;bsog plenoo, bnyak tugas lum slese..;Thu;Sep;6;5;25;55;2012;0.0
10642;@HilmanAM kekasih yang manaa ? Kekasih abg tu bnyak banaa :P;Thu;Sep;6;5;27;3;2012;0.4084
10643;Jiah sama kya gw males buka web nya:D ywdh thnks ya ra RT"@clarayaya: @gilangfw gatau juga lang , gue juga ga buka2 webnya haha :D";Thu;Sep;6;5;37;29;2012;0.4588
10644;@Awwnizam Perghh, gila bapakkkk! bnyk tuuuuuu. Kau ambik ka?;Thu;Sep;6;5;40;17;2012;0.0
10645;Kapan? Jan dadakan RT @mariaroulina: Rumah citisa ja"@citisacandra: Kenapa gitu? RT @revita_maduma: Sini main ke rumah, rumah ku mulai besok;Thu;Sep;6;14;5;6;2012;0.0
10646;Bagus ye, kalkulator w d pkein mode apaan mpe ada koma bnyk bgini -_-".;Thu;Sep;6;14;5;53;2012;0.0
10647;Wajib d bully buat yg bru beli twitter ,biar bnyk gun tweetnya kan garansi twitternyaRT @zulhamyachya: @winda22nd @anggunrinanda;Thu;Sep;6;14;5;55;2012;-0.6808
10648;kalo mau beli kebab mah di tukang paralon san noh banyak hahaha :p RT @HasanGSV ozshama_fahmy hahaha, bener ya? tapi beli kebabnya dimana?;Thu;Sep;6;14;5;59;2012;0.8611
10649;Hmm the bourne legacy rami jua ka ay"@MuhammaddRizwan: Oke ,soalny kk hndk mem bw org bnyk nih kena kecewa ngalih RT @jihanilmi: Jihan menja;Thu;Sep;6;14;6;33;2012;0.3612
10650;Ish kok jwbny oh sih? DodolRt"@healthyputri142: @rantiirmariani gue tanya indi bilangnya ohh doang";Thu;Sep;6;14;6;34;2012;0.0
10651;@debora_jasmine hati" nginstal ulang tuh bnyk ngeluarin dana :" #pengalaman pribadi;Thu;Sep;6;14;6;46;2012;0.0
10652;RT @Annisakharimah: Pak is bilang : hiduplah sprti buah kelapa yg sllu tegar! Semuanya brguna nmun bnyk di lupkn oleh bnyk org.;Thu;Sep;6;14;6;50;2012;0.0
10653;@liinool waduh kok bnyak anak basket yaa.aku seh bisa semua olahraga tapi paling anti yg namanya renang :D okedeh :);Thu;Sep;6;14;7;33;2012;0.694
10654;@MyraJasmi ahaahaha. bnyak la kau!;Thu;Sep;6;14;9;32;2012;0.0
10655;kan bnyak daun sha,lalapan aja :p rt @shanisaaa: Uda di atas kasur, uda siap² tidur.. Ehhh.. Perut laper! (<U+2323>´_<U+2323>`);Thu;Sep;6;14;10;2;2012;0.3164
10656;@liraming minta webnya lir, dm aja dwehhh :3;Thu;Sep;6;14;10;17;2012;0.5106
10657;RT @SeeUnyil: *hipnotis* dlm hitungan ke-3, anda tertidur! 1.. 2.. 3.. | sya gak bsa | knp? | bnyk nyamuk! | o_O #BanyolUnyil ~@indracarloza;Thu;Sep;6;14;10;28;2012;-0.2695
